xid,name,rate,osm,wikidata,kinds,longitude,latitude,country
N1420771104,Asakura Museum of Sculpture,7.0,node/1420771104,Q11517304,"biographical_museums,historic_house_museums,cultural,museums,interesting_places,history_museums,art_galleries",139.769,35.7268,Japón
N1420816949,Odawara Zoo,7.0,node/1420816949,Q1013437,"fortifications,historic,cultural,museums,interesting_places,zoos,other_fortifications",139.155,35.2508,Japón
N1420816954,Odawara Castle,7.0,node/1420816954,Q1013437,"fortifications,historic,cultural,museums,interesting_places,castles,other_museums",139.153,35.251,Japón
N1420834625,Tsuruoka Hachiman Shrine Treasure Hall,7.0,node/1420834625,Q701403,"religion,other_temples,cultural,museums,interesting_places,other_museums",139.556,35.3249,Japón
N1422961787,Kyoto art center,7.0,node/1422961787,Q6452114,"cultural,museums,interesting_places,other_museums",135.758,35.0057,Japón
N1423047791,Ichijō-ji,7.0,node/1423047791,Q3147650,"religion,buddhist_temples,cultural,museums,interesting_places,other_museums",134.819,34.8593,Japón
N1423618360,Iwami Ginzan Shiryōkan,7.0,node/1423618360,Q55530176,"cultural,museums,interesting_places,history_museums",132.448,35.1222,Japón
N1423629059,Itsukushima Shrine Museum,7.0,node/1423629059,Q191763,"religion,other_temples,cultural,museums,interesting_places,other_museums",132.319,34.2947,Japón
N1423656146,Iwakuni Chōkokan,7.0,node/1423656146,Q98456383,"cultural,museums,interesting_places,history_museums",132.177,34.1709,Japón
N1423758316,Dazaifu Tennmangu Treasure House,7.0,node/1423758316,Q710786,"religion,other_temples,cultural,museums,interesting_places,other_museums",130.535,33.5215,Japón
N1423985718,Tokugawa Art Museum,7.0,node/1423985718,Q3077236,"cultural,museums,interesting_places,art_galleries",136.933,35.1837,Japón
N1427422092,Joseph Lister Monument,7.0,node/1427422092,Q21541736,"historic,monuments_and_memorials,burial_places,urban_environment,cultural,interesting_places,other_burial_places,sculptures,monuments",-0.145994,51.5224,United Kingdom
N1427528389,Sturdivant Hall,7.0,node/1427528389,Q1747682,"cultural,museums,interesting_places,other_museums",-87.0289,32.413,United States
N1431242373,The Oaks House Museum,7.0,node/1431242373,Q7754598,"cultural,museums,interesting_places,other_museums",-90.1763,32.3083,United States
N1431432435,Glengorm Castle,7.0,node/1431432435,Q5568548,"fortifications,historic,interesting_places,castles",-6.17764,56.6365,United Kingdom
N1433539084,Velika Račna,7.0,node/1433539084,Q5541940,"historic,historical_places,interesting_places,historic_settlements",14.6902,45.9048,Eslovenia
N1435130153,Sheshequin Universalist Church,7.0,node/1435130153,Q16902345,"religion,other_temples,interesting_places",-76.4992,41.8745,United States
N1435156647,Iglesia Sagrados Corazones de San Carlos,1.0,node/1435156647,-1,"religion,other_temples,interesting_places",-78.5026,-0.129378,Ecuador
N1436558856,Pauček partisan hospitals,7.0,node/1436558856,Q18396745,"architecture,historic_architecture,interesting_places,other_buildings_and_structures",15.1712,46.5009,Eslovenia
N1444903676,Chiqueiro,7.0,node/1444903676,Q15053066,"historical_places,historic,interesting_places,historic_settlements",-8.23274,40.0864,Portugal
N1446051782,The Monastery of John of Zedazeni,7.0,node/1446051782,Q2363624,"religion,monasteries,interesting_places",44.7662,41.8708,Geogia
N1446075796,Port militaire de Carthage,7.0,node/1446075796,Q2743152,"historic,archaeology,interesting_places,other_archaeological_sites",10.3248,36.8456,Túnez
N1446164381,Isla Plana,7.0,node/1446164381,Q5723880,"architecture,historic_architecture,historical_places,historic,archaeology,interesting_places,baths_and_saunas,saunas,other_archaeological_sites,historic_settlements,amusements,other_buildings_and_structures",-1.20903,37.5749,España
N1447060517,Prem,7.0,node/1447060517,Q2357871,"historic,historical_places,interesting_places,historic_settlements",14.1832,45.6047,Eslovenia
N1453469565,Torrione di Via Prenestina,7.0,node/1453469565,Q56256447,"architecture,historic_architecture,historic,monuments_and_memorials,archaeology,interesting_places,destroyed_objects,other_archaeological_sites,monuments",12.5297,41.8921,Italia
N1454082735,Avetik Isahakyan,7.0,node/1454082735,Q16370033,"historic,monuments_and_memorials,urban_environment,cultural,interesting_places,sculptures,monuments",44.5218,40.1867,Armenia
N1455273183,Terlan - Terlano,7.0,node/1455273183,Q16609950,"railway_stations,industrial_facilities,interesting_places",11.2487,46.5285,Italia
N1459528357,Santo Cristo,7.0,node/1459528357,Q5912871,"religion,churches,interesting_places,other_churches",-77.0122,-12.045,Perú
N1461575533,Iglesia de Nuestra Señora de la Consolación,7.0,node/1461575533,Q30078443,"religion,churches,interesting_places,other_churches",-5.76382,37.8425,España
N1462696259,Saint Astvatsatsin Church,7.0,node/1462696259,Q13054778,"religion,churches,interesting_places,other_churches",44.5341,40.2217,Armenia
N1463993001,Vicente Rocafuerte,3.0,node/1463993001,Q18913445,"historic,monuments_and_memorials,interesting_places,monuments",-79.8816,-2.19199,Ecuador
N1464072722,Zvartnots,7.0,node/1464072722,Q505175,"settlements,historic,archaeology,interesting_places",44.3272,40.1698,Armenia
N1470948310,Wat Si Rong Mueang,7.0,node/1470948310,Q56119468,"religion,buddhist_temples,interesting_places",99.4809,18.2902,Tailandia
N1474268228,Ruesca,7.0,node/1474268228,Q34199739,"architecture,towers,fortifications,historic,interesting_places,castles,other_towers,fortified_towers",-1.48171,41.2825,España
N1486895412,Iron Pillar,7.0,node/1486895412,Q543419,"historic,urban_environment,archaeology,other_archaeological_sites,monuments_and_memorials,burial_places,cultural,interesting_places,other_burial_places,sculptures,monuments",77.1851,28.5248,India
N1492015943,Maienfeld,7.0,node/1492015943,Q64178,"historic,historical_places,interesting_places,historic_settlements",9.53092,47.0077,Alemania
N1493477380,Estación Placilla,7.0,node/1493477380,Q16564322,"railway_stations,industrial_facilities,interesting_places",-71.1205,-34.6376,Chile
N1496165543,Zuto Tower,7.0,node/1496165543,Q11664929,"religion,architecture,historic_architecture,other_temples,interesting_places,destroyed_objects,pyramids",135.839,34.6772,Japón
N1497131432,Burgstall Schlüsselstein,7.0,node/1497131432,Q1015913,"architecture,historic_architecture,historic,archaeology,interesting_places,destroyed_objects,other_archaeological_sites",11.2002,49.774,Alemania
N1504190266,Teatro Larranaga,7.0,node/1504190266,Q17274863,"cultural,theatres_and_entertainments,interesting_places,other_theatres",-57.9683,-31.3868,Uruguay
N1504213220,Museo del Hombre y la Tecnología,7.0,node/1504213220,Q957021,"cultural,museums,interesting_places,other_museums",-57.9691,-31.3858,Uruguay
N1511395335,Cranmore Tower,7.0,node/1511395335,Q5182227,"architecture,towers,interesting_places,observation_towers",-2.46425,51.2035,United Kingdom
N151336941,Panna Maria,7.0,node/151336941,Q4115369,"historic,historical_places,interesting_places,historic_settlements",-97.8975,28.9583,United States
N151364310,Raymond,7.0,node/151364310,Q7298856,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-90.4226,32.2593,United States
N151364479,Moores Crossing,7.0,node/151364479,Q6908097,"historic,historical_places,interesting_places,historic_districts",-97.6638,30.1688,United States
N151372061,Shakespeare,7.0,node/151372061,Q7462781,"historic,historical_places,interesting_places,historic_settlements",-108.738,32.3259,United States
N1514331823,El Portal de San Antonio,7.0,node/1514331823,Q5748340,"religion,architecture,historic_architecture,churches,interesting_places,restaurants,foods,tourist_facilities,other_buildings_and_structures,other_churches",-76.5432,3.44803,Colombia
N151534909,Fischer,7.0,node/151534909,Q5454416,"historic,historical_places,interesting_places,historic_settlements",-98.2658,29.9769,United States
N1532708950,Mamure Kalesi,7.0,node/1532708950,Q1524213,"fortifications,historic,interesting_places,castles",32.8955,36.0815,Turquía
N153427231,Grove Hill,7.0,node/153427231,Q5611403,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-87.7772,31.7088,United States
N153603552,Cahaba,7.0,node/153603552,Q2933087,"historic,historical_places,archaeology,interesting_places,other_archaeological_sites,historic_settlements",-87.103,32.3169,United States
N153612747,Fort Saint Phillip,7.0,node/153612747,Q5472085,"fortifications,historic,interesting_places,other_fortifications",-89.4648,29.3624,United States
N153614647,Monroeville,7.0,node/153614647,Q14679295,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-87.3247,31.5279,United States
N153630120,Saint Stephens,7.0,node/153630120,Q1290746,"historic,historical_places,interesting_places,historic_settlements",-88.0553,31.5404,United States
N153637648,Oak Hill,7.0,node/153637648,Q7073581,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-87.0828,31.921,United States
N153796159,Bagdad,7.0,node/153796159,Q4841514,"historic,historical_places,interesting_places,historic_districts,historic_settlements",-87.0311,30.5988,United States
N1538301988,Wat Matchantikaram,7.0,node/1538301988,Q17246552,"religion,buddhist_temples,interesting_places",100.518,13.8226,Tailandia
N1538872772,Miraflores Visitors Center,2.0,node/1538872772,Q100144719,"cultural,museums,interesting_places,other_museums",-79.5909,8.99724,Panamá
N1539285498,Nürnberg Hauptbahnhof,7.0,node/1539285498,Q682583,"railway_stations,industrial_facilities,interesting_places",11.0816,49.4465,Alemania
N153975721,Huron City,7.0,node/153975721,Q47004425,"historical_places,historic,interesting_places,historic_districts,historic_settlements",-82.8326,44.0293,United States
N1539859834,Wat Kuti Rai,7.0,node/1539859834,Q38267021,"architecture,historic_architecture,interesting_places,destroyed_objects",99.7866,17.4393,Tailandia
N1539859865,Wat Phra Sri Rattana Mahathat,7.0,node/1539859865,Q13020776,"religion,architecture,historic_architecture,buddhist_temples,interesting_places,destroyed_objects",99.8114,17.4293,Tailandia
N15477972,Gunzenhausen,7.0,node/15477972,Q721940,"railway_stations,industrial_facilities,interesting_places",10.7552,49.1204,Alemania
N1551726284,Miura Ayako Literature Museum,7.0,node/1551726284,Q11356532,"biographical_museums,cultural,museums,interesting_places",142.348,43.7536,Japón
N1556302102,Dubh Artach Lighthouse,7.0,node/1556302102,Q1262994,"lighthouses,architecture,towers,interesting_places,other_towers",-6.63572,56.1311,United Kingdom
N1556386877,South Bishop Lighthouse,7.0,node/1556386877,Q7566333,"lighthouses,architecture,towers,interesting_places,other_towers",-5.41189,51.8527,United Kingdom
N1559928399,Rio Negro Lighthouse,7.0,node/1559928399,Q5856309,"lighthouses,towers,architecture,interesting_places,other_towers",-62.839,-41.0578,Argentina
N1560739746,Affori,7.0,node/1560739746,Q3606188,"historic,historical_places,interesting_places,historic_districts",9.16965,45.517,Italia
N1562545059,Iglesia Parroquial de San Pedro,7.0,node/1562545059,Q19890794,"religion,churches,interesting_places,other_churches",-0.173754,40.1207,España
N1564050801,Tumulus dit Butte de la Hogue,7.0,node/1564050801,Q1798858,"tumuluses,historic,archaeology,burial_places,interesting_places,other_archaeological_sites",-0.362356,49.0957,France
N1567597873,Menhir des Demoiselles,7.0,node/1567597873,Q3305937,"megaliths,historic,monuments_and_memorials,archaeology,interesting_places,menhirs,monuments",-0.507006,49.2967,France
N1571735106,Porta Fiorentina,7.0,node/1571735106,Q55651670,"fortifications,defensive_walls,historic,interesting_places",10.6925,43.8988,Italia
N1571940335,Wat Amphawan Che Ti Ya Ram,7.0,node/1571940335,Q18121520,"religion,buddhist_temples,interesting_places",99.9536,13.4261,Tailandia
N1572033357,Wat Bang Kung,7.0,node/1572033357,Q13020714,"religion,buddhist_temples,interesting_places",99.9411,13.4461,Tailandia
N1573262140,Wat Nang Wang,7.0,node/1573262140,Q99507102,"religion,buddhist_temples,interesting_places",99.9628,13.4205,Tailandia
N1574109238,Església de l'Assumpció de Forcall,7.0,node/1574109238,Q17602031,"religion,churches,interesting_places,catholic_churches",-0.198049,40.6463,España
N157560095,Society Hill,7.0,node/157560095,Q1717906,"historical_places,historic,interesting_places,historic_districts",-75.1475,39.9444,United States
N157640622,Lyon Village,7.0,node/157640622,Q6709670,"historical_places,historic,interesting_places,historic_districts",-77.0965,38.893,United States
N1578472102,Karte Neckarbischofsheim,7.0,node/1578472102,Q1235134,"religion,churches,interesting_places,other_churches",8.9616,49.2948,Alemania
N158224276,Hampden,7.0,node/158224276,Q5645967,"historical_places,historic,interesting_places,historic_districts",-76.635,39.3309,United States
N1582440591,Inubōsaki Lighthouse,7.0,node/1582440591,Q6059232,"lighthouses,towers,architecture,interesting_places,other_towers",140.869,35.7079,Japón
N158247105,Colonial Village,7.0,node/158247105,Q14712201,"historical_places,historic,interesting_places,historic_settlements",-77.081,38.8924,United States
N158279983,Fricks Lock,7.0,node/158279983,Q5503408,"historical_places,historic,interesting_places,historic_settlements",-75.5955,40.2223,United States
N1583181884,Ingeniero Jacobacci,7.0,node/1583181884,Q5412591,"railway_stations,industrial_facilities,interesting_places",-69.5466,-41.3292,Argentina
N1583918308,Loudéac station,7.0,node/1583918308,Q2307126,"railway_stations,industrial_facilities,interesting_places",-2.76317,48.1803,France
N1584125768,Oqros Tsikhe Fortress,7.0,node/1584125768,Q16373920,"fortifications,historic,monuments_and_memorials,interesting_places,castles,monuments",42.7624,41.7085,Geogia
N1585424860,Burgruine Wulp,7.0,node/1585424860,Q1551542,"architecture,historic_architecture,fortifications,historic,archaeology,interesting_places,destroyed_objects,castles,other_archaeological_sites",8.60571,47.3216,Alemania
N158581799,Williamsport,7.0,node/158581799,Q8021273,"historical_places,historic,interesting_places,historic_districts,historic_settlements",-77.8205,39.6007,United States
N158605826,Waterville,7.0,node/158605826,Q7974546,"historical_places,historic,interesting_places,historic_districts,historic_settlements",-75.3799,42.9312,United States
N1586071745,Wat Phra Mahathat Voramahavihan,7.0,node/1586071745,Q2552354,"religion,buddhist_temples,interesting_places",99.9664,8.41109,Tailandia
N158627044,Guilford,7.0,node/158627044,Q5615899,"historical_places,historic,interesting_places,historic_districts",-76.6144,39.3396,United States
N158800794,Radburn,7.0,node/158800794,Q2738884,"historical_places,historic,interesting_places,historic_districts",-74.1188,40.9416,United States
N158804369,Fort George,7.0,node/158804369,Q5471215,"fortifications,historical_places,historic,interesting_places,historic_districts,other_fortifications",-68.8053,44.3909,United States
N158806084,Hallville,7.0,node/158806084,Q5643231,"historical_places,historic,interesting_places,historic_districts,historic_settlements",-72.0331,41.4934,United States
N158806984,Sharon Valley,7.0,node/158806984,Q7490253,"historical_places,historic,interesting_places,historic_districts,historic_settlements",-73.4923,41.884,United States
